Region,Country,Station,Latitude,Longitude,"Ts,avg","Ts,amplitude,1","Ts,amplitude,2",PL1,PL2
5,USA,Estherville Muni AP   ,43.4,-94.75,8.5,14,-1,30,15
5,USA,Fairfield Muni AP   ,41.05,-91.98,11.8,14,0.6,23,14
5,USA,Fort Dodge AWOS   ,42.55,-94.18,10.4,14.4,0,25,5
5,USA,Fort Madison Muni AP  ,40.67,-91.33,13.3,13,1.3,26,-2
5,USA,Keokuk Muni AP   ,40.47,-91.43,13.2,13.6,1.7,28,31
5,USA,Knoxville Muni AP   ,41.3,-93.12,12.4,14.4,1.2,27,6
5,USA,Le Mars Muni AP  ,42.78,-96.2,11.8,13.3,2.2,26,36
5,USA,Mason City Muni AP  ,43.15,-93.33,9,14.3,-0.5,27,0
5,USA,Monticello Muni AP   ,42.23,-91.17,10.6,13.8,0.9,26,28
5,USA,Muscatine Muni AP   ,41.37,-91.15,11.6,14,0.9,28,36
5,USA,Newton Muni AP   ,41.68,-93.02,11.3,13.3,1.3,24,7
5,USA,Oelwein Muni AP   ,42.68,-91.97,10.8,12.9,0.9,25,5
5,USA,Orange City Muni AP  ,42.98,-96.07,10.6,13.7,-0.4,21,12
5,USA,Ottumwa Industrial AP   ,41.1,-92.45,11.2,13.7,-0.1,25,0
5,USA,Red Oak Muni AP  ,41.02,-95.27,12,14.4,0.4,25,5
5,USA,Sheldon Muni AP   ,43.22,-95.83,10.8,12.9,1.1,21,-32
5,USA,Shenandoah Muni AP   ,40.75,-95.42,11.8,14.7,0.5,23,12
5,USA,Sioux City-Sioux Gateway AP  ,42.38,-96.38,10.7,14.3,0,22,6
5,USA,Spencer Muni AP   ,43.17,-95.15,8.8,13.7,-0.7,28,-3
5,USA,Storm Lake Muni AP  ,42.6,-95.23,10.4,13.7,-0.1,27,1
5,USA,Washington Muni AP   ,41.28,-91.67,11.4,13.8,0.1,27,8
5,USA,Waterloo Muni AP   ,42.55,-92.4,10,14.3,-0.7,27,-11
5,USA,Webster City Muni AP  ,42.43,-93.87,11.4,14.1,0.7,25,-6
5,USA,Boise Air Terminal   ,43.62,-116.21,13.6,12.2,1,18,-26
5,USA,Burley Muni AP   ,42.53,-113.77,12.5,12.6,-1.2,20,46
5,USA,Caldwell AWOS    ,43.63,-116.63,13.4,12.8,-1.2,16,46
5,USA,Coeur dAlene AWOS   ,47.77,-116.82,11,12,-1.2,17,45
5,USA,Hailey-Sun Valley AP   ,43.5,-114.3,10.8,13.6,-2.3,22,34
5,USA,Idaho Falls-Fanning Field   ,43.52,-112.07,9.9,13.3,-0.5,22,1
5,USA,Lewiston-Nez Perce County AP  ,46.37,-117.02,13.8,12.8,-1.8,19,41
5,USA,Malad City AP   ,42.15,-112.28,10.7,12,-1.8,20,43
5,USA,Mountain Home AFB   ,43.05,-115.87,12.7,12.8,-2.3,19,43
5,USA,Pocatello Muni AP   ,42.92,-112.57,10.9,13.2,0,19,6
5,USA,Salmon-Lemhi AWOS    ,45.12,-113.88,9.5,12.5,-0.9,20,35
5,USA,Soda Springs-Tigert AP   ,42.65,-111.58,7.4,11.9,-2.7,28,22
5,USA,Twin Falls-Magic Valley Rgnl AP-Joslin Field,42.55,-114.35,12.5,12.5,-2,16,42
5,USA,Aurora Muni AP   ,41.77,-88.47,11,13.2,0.7,26,9
5,USA,Belleville-Scott AFB    ,38.55,-89.85,13.6,12.6,-0.5,22,7
5,USA,Bloomington Normal-Central Illinois Rgnl AP ,40.47,-88.92,11.3,13.2,-1,24,-18
5,USA,Cahokia AP    ,38.57,-90.15,14.8,11.9,1.4,24,-12
5,USA,Carbondale-Southern Illinois AP   ,37.77,-89.25,15.6,12.4,0.8,23,13
5,USA,Chicago-Midway AP    ,41.78,-87.75,12.5,13.4,1,32,11
5,USA,Chicago-OHare Intl AP   ,41.98,-87.92,11.1,13.4,0.7,25,30
5,USA,Decatur AP    ,39.83,-88.87,12.7,13,1.3,22,-12
5,USA,Du Page AP   ,41.92,-88.25,11.7,12.6,0.6,22,-20
5,USA,Marion-Williamson County Rgnl AP  ,37.75,-89.02,14.6,11.6,-1,25,8
5,USA,Moline-Quad City Intl AP  ,41.47,-90.52,11.1,14,0,24,14
5,USA,Mount Vernon AWOS   ,38.32,-88.87,14.7,12.2,0.1,28,0
5,USA,Peoria-Greater Peoria AP   ,40.67,-89.68,11.3,13.7,0.9,22,40
5,USA,Quincy Muni AP   ,39.93,-91.2,13,12.7,1.7,24,12
5,USA,Rockford-Greater Rockford AP   ,42.2,-89.1,9.9,14.1,-0.2,26,5
5,USA,Springfield-Capital AP    ,39.85,-89.68,12.9,13.4,1.3,23,39
5,USA,Sterling-Rock Falls-Whiteside County AP  ,41.75,-89.67,11.7,13.1,1.1,26,26
5,USA,University of Illinois-Willard AP  ,40.06,-88.37,12.4,13.3,0.6,23,3
5,USA,Waukegan Rgnl AP   ,42.42,-87.87,9.9,12.8,-0.6,30,29
5,USA,Delaware County-Johnson Field   ,40.23,-85.4,12.4,12.8,-0.1,29,-7
5,USA,Evansville Rgnl AP   ,38.05,-87.53,14.9,11.9,0.7,21,13
5,USA,Fort Wayne Intl AP  ,41,-85.2,10.8,13.5,0,25,2
5,USA,Grissom AFB    ,40.65,-86.15,11.5,12.7,-1.2,27,-19
5,USA,Huntingburg Muni AP   ,38.25,-86.95,15.5,11,0.9,24,-32
5,USA,Indianapolis Intl AP   ,39.72,-86.27,12.5,13.3,0.7,20,24
5,USA,Lafayette-Purdue University AP   ,40.42,-86.93,12.1,13,1.3,26,23
5,USA,Monroe County AP   ,39.13,-86.62,13.2,12.2,0.9,23,-2
5,USA,South Bend-Michiana Rgnl AP  ,41.7,-86.33,11.6,13,0.2,23,3
5,USA,Terre Haute-Hulman Rgnl AP  ,39.45,-87.3,13.7,12.7,1.2,26,7
5,USA,Chanute-Martin Johnson AP   ,37.67,-95.48,15.6,12.9,2.7,19,-8
5,USA,Concordia-Blosser Muni AP   ,39.55,-97.65,14.2,13.6,0.5,22,7
5,USA,Dodge City Rgnl AP  ,37.77,-99.97,14,12.8,0.6,22,-8
5,USA,Emporia Muni AP   ,38.33,-96.18,13.2,14.2,0.9,20,2
5,USA,Fort Riley-Marshall AAF   ,39.05,-96.77,15.2,12.3,0.8,25,-10
5,USA,Garden City Muni AP  ,37.93,-100.72,14.4,13.2,-0.6,18,11
5,USA,Goodland-Renner Field    ,39.37,-101.7,12.9,13.7,1.2,17,-14
5,USA,Great Bend AWOS   ,38.35,-98.87,14.2,12.5,0.3,24,2
5,USA,Hays Muni AWOS   ,38.85,-99.27,14.2,12.9,1.5,25,-34
5,USA,Hill City Muni AP  ,39.38,-99.83,12.8,12.6,-1.1,25,-7
5,USA,Hutchinson Muni AP   ,38.07,-97.87,15,12.2,1.1,19,1
5,USA,Liberal Muni AP   ,37.03,-100.97,15.5,12.9,-1,20,42
5,USA,Manhattan Rgnl AP   ,39.13,-96.67,14.3,13.3,0.7,20,-7
5,USA,Newton AWOS    ,38.05,-97.28,14.1,12.5,0.7,29,-9
5,USA,Olathe-Johnson County Executive AP  ,38.85,-94.73,14.8,12.2,1,27,-4
5,USA,Olathe-Johnson County Industrial AP  ,38.83,-94.88,14.4,12.8,0.8,19,-13
5,USA,Russell Muni AP   ,38.88,-98.82,13.9,12.8,0.3,22,11
5,USA,Salina Muni AP   ,38.82,-97.67,15.1,13.2,0.7,28,11
5,USA,Topeka-Forbes AFB    ,38.95,-95.67,14.3,12.3,1.3,20,1
5,USA,Topeka-Phillip Billard Muni AP  ,39.07,-95.63,14.1,12.6,0.9,20,3
5,USA,Wichita-Col Jabara Field   ,37.75,-97.22,14.6,12.8,1.7,20,-19
5,USA,Wichita-McConnell AFB    ,37.62,-97.27,15,13.3,-0.1,24,-1
5,USA,Wichita-Mid Continent AP   ,37.65,-97.43,15.1,11.9,0.7,24,-13
5,USA,Bowling Green-Warren County AP  ,36.98,-86.43,15.3,11.9,1.3,28,3
5,USA,Cincinnati-Northern Kentucky AP   ,39.05,-84.67,13.2,12,0.8,20,28
5,USA,Fort Campbell AAF   ,36.67,-87.48,15.4,12.2,0.2,25,11
5,USA,Fort Knox-Godman AAF   ,37.9,-85.97,14.4,11.7,-0.1,24,2
5,USA,Henderson City County AP  ,37.82,-87.68,13.8,11.5,-0.2,23,5
5,USA,Jackson-Julian Carroll AP   ,37.58,-83.32,15.6,10.3,0.6,22,35
5,USA,Lexington-Bluegrass AP    ,38.03,-84.6,14,11.9,1,21,15
5,USA,London-Corbin-Magee Field    ,37.08,-84.08,14.4,11,1.7,23,7
5,USA,Louisville-Bowman Field    ,38.23,-85.67,15.6,11.2,0.8,19,13
5,USA,Louisville-Standiford Field    ,38.18,-85.73,14.9,12,0.6,22,23
5,USA,Paducah-Barkley Rgnl AP   ,37.05,-88.77,15.9,10.7,0.1,21,2
5,USA,Somerset-Pulaski County AWOS   ,38,-84.6,16.1,11.8,1,19,30
5,USA,Alexandria-England AFB    ,31.32,-92.55,20.6,8.7,1.1,21,4
5,USA,Alexandria-Esler Rgnl AP   ,31.4,-92.3,19.7,9.1,1.2,21,-27
5,USA,Barksdale AFB    ,32.5,-93.67,19,10,0.7,22,42
5,USA,Baton Rouge-Ryan AP   ,30.53,-91.15,20.4,8.6,0.9,17,1
5,USA,Fort Polk    ,31.05,-93.18,19.7,9.2,1.2,19,11
5,USA,Houma-Terrebonne AP    ,29.57,-90.67,21,8.2,1.1,22,17
5,USA,Lafayette RgnlAP    ,30.2,-91.98,20.7,8.2,0.2,28,8
5,USA,Lake Charles AP   ,30.22,-93.17,20.8,9.1,1.9,17,-6
5,USA,Lake Charles Rgnl AP  ,30.12,-93.23,20.5,8.6,0.9,20,7
5,USA,Monroe Rgnl AP   ,32.52,-92.03,19.4,9.6,0.8,22,-20
5,USA,New Iberia    ,30.03,-91.88,20.5,8.6,1.3,24,-17
5,USA,New Orleans-Alvin Callender Field  ,29.82,-90.02,21.3,7.4,0.2,22,1
5,USA,New Orleans-Lakefront AP   ,30.05,-90.03,21.7,8,0,23,8
5,USA,New Orleans Intl AP  ,30,-90.25,21.3,8,1,21,10
5,USA,Patterson Mem AP   ,29.72,-91.33,20.9,7.9,-0.8,21,43
5,USA,Shreveport Downtown    ,32.53,-93.75,19.4,11.2,1.6,23,-17
5,USA,Shreveport Rgnl AP   ,32.45,-93.82,19.3,10,1.6,19,-5
5,USA,Barnstable-Boardman Poland AP   ,41.67,-70.28,11.7,9.8,0,34,-7
5,USA,Beverly Muni AP   ,42.58,-70.92,10.2,11.7,-0.2,32,-1
5,USA,Boston-Logan Intl AP   ,42.37,-71.02,11.5,11.8,0.1,29,6
5,USA,Chicopee Falls-Westover AFB   ,42.2,-72.53,10.8,11.6,-0.6,29,-5
5,USA,Lawrence Muni AP   ,42.72,-71.12,11.2,11.3,0.3,28,-1
5,USA,Marthas Vineyard AP   ,41.4,-70.62,11.8,9.3,0,34,5
5,USA,Nantucket Mem AP   ,41.25,-70.07,12,8.9,0.5,41,-29
5,USA,New Bedford Rgnl AP  ,41.67,-70.95,12,10.6,-0.8,31,-23
5,USA,North Adams AP   ,42.7,-73.17,10.3,11.6,0.8,29,7
5,USA,Norwood Mem AP   ,42.18,-71.18,11,11.9,-0.2,31,6
5,USA,Otis ANGB    ,41.65,-70.52,11.3,10.3,-1.7,32,35
5,USA,Plymouth Muni AP   ,41.92,-70.73,11.5,10.2,0.7,31,8
5,USA,Provincetown AWOS    ,42.07,-70.22,11.9,10.1,-0.7,39,30
5,USA,Westfield-Barnes Muni AP   ,42.15,-72.72,10.6,12.5,0.4,30,-5
5,USA,Worcester Rgnl AP   ,42.27,-71.88,9.2,12.3,-1,29,-14
5,USA,Andrews AFB    ,38.82,-76.87,14.3,11,-0.5,25,5
5,USA,Baltimore-Washington Intl AP   ,39.17,-76.68,14.4,11.8,0.5,22,-2
5,USA,Hagerstown-Washington County Rgnl AP  ,39.7,-77.73,14,11.5,0.6,25,7
5,USA,Patuxent River NAS   ,38.3,-76.42,16.3,10.1,-0.1,24,1
5,USA,Salisbury-Wicomico County Rgnl AP  ,38.33,-75.52,15.5,10.2,0.5,23,-2
5,USA,Auburn-Lewiston Muni AP   ,44.05,-70.28,8.4,11.6,-0.9,29,8
5,USA,Augusta AP    ,44.32,-69.8,9,12.6,0.5,34,-5
5,USA,Bangor Intl AP   ,44.8,-68.82,8.7,12.7,-1.5,32,5
5,USA,Bar Harbor AWOS   ,44.45,-68.37,7.5,10.4,-1.2,37,15
5,USA,Brunswick NAS    ,43.9,-69.93,8.8,12.2,-0.6,32,36
5,USA,Caribou Muni AP   ,46.87,-68.03,5.6,12,-2.3,37,27
5,USA,Edmundston-Northern Aroostook Rgnl AP  ,47.28,-68.32,5.7,11.8,-2.2,33,36
5,USA,Houlton Intl AP   ,46.12,-67.8,7,12.6,-1.1,33,12
5,USA,Millinocket Muni AP   ,45.65,-68.68,8.5,12.5,-0.8,30,16
5,USA,Portland Intl Jetport   ,43.65,-70.3,8.5,12,-0.9,30,11
5,USA,Presque Isle Muni AP  ,46.68,-68.05,6.4,11.5,-1.6,34,20
5,USA,Rockland-Knox AWOS    ,44.07,-69.1,8.6,11,-0.6,37,-5
5,USA,Sanford Muni AWOS   ,43.4,-70.72,8.4,11,-1.6,28,-8
5,USA,Waterville AWOS    ,44.53,-69.68,8.2,12.7,-2,30,12
5,USA,Wiscasset AP    ,43.97,-69.72,9.6,11.4,-0.1,34,4
5,USA,Alpena County Rgnl AP  ,45.07,-83.58,7.7,12.1,-1,30,14
5,USA,Ann Arbor Muni AP  ,42.22,-83.75,10.7,11.7,-1,31,-33
5,USA,Battle Creek-Kellogg AP   ,42.3,-85.25,11,12.4,1,26,13
5,USA,Benton Harbor-Ross Field-Twin Cities AP ,42.13,-86.43,11.2,12.6,0.9,24,-23
5,USA,Cadillac-Wexford County AP   ,44.28,-85.42,8.6,12.1,-2,31,3
5,USA,Chippewa County Intl AP  ,46.25,-84.47,6,11.2,-1.9,35,21
5,USA,Detroit-City AP    ,42.4,-83,11.1,13.3,-1.2,30,-13
5,USA,Detroit-Willow Run AP   ,42.23,-83.53,10.8,13.8,-0.1,28,17
5,USA,Detroit Metro AP   ,42.22,-83.35,10.3,13.2,-0.7,27,-10
5,USA,Escanaba AWOS    ,45.75,-87.03,6.5,11.3,-2,34,16
5,USA,Flint-Bishop Intl AP   ,42.97,-83.75,9.7,13,-0.6,26,-14
5,USA,Grand Rapids-Kent County Intl AP ,42.88,-85.52,9.9,13,-1,26,-17
5,USA,Hancock-Houghton County AP   ,47.17,-88.5,6.6,12,-1.9,32,32
5,USA,Houghton-Lake Roscommon County AP  ,44.37,-84.68,8.1,12.7,-1.4,28,11
5,USA,Howell-Livingston County AP   ,42.63,-83.98,11.3,13.1,-0.2,26,13
5,USA,Iron Mountain-Ford Field   ,45.82,-88.12,8.5,13.2,-1.2,26,10
5,USA,Ironwood AWOS    ,46.53,-90.13,7,12.7,-2,32,24
5,USA,Jackson-Reynolds Field    ,42.27,-84.47,11,13,0.5,25,18
5,USA,Kalamazoo-Battle Creek Intl AP  ,42.23,-85.55,11,12.3,0.8,28,33
5,USA,Lansing-Capital City AP   ,42.78,-84.58,9.8,13.1,-0.9,25,-18
5,USA,Manistee AWOS    ,44.27,-86.25,9.4,12.9,-1.2,29,12
5,USA,Menominee AWOS    ,45.13,-87.63,8.6,12.8,-1.1,37,17
5,USA,Mount Clemens-Selfridge ANGB   ,42.62,-82.83,11.4,10.3,-1.5,28,21
5,USA,Muskegon County AP   ,43.17,-86.23,9.5,12.8,-1.3,30,-1
5,USA,Oakland County Intl AP  ,42.67,-83.42,11.2,12.7,0,30,7
5,USA,Oscoda-Wurtsmith AFB    ,44.45,-83.4,9.3,11.9,-0.9,29,1
5,USA,Pellston-Emmet County AP   ,45.57,-84.78,9,12.3,-0.6,25,14
5,USA,Rhinelander-Oneida County AP   ,45.63,-89.47,7.8,13.5,-1.1,28,7
5,USA,Saginaw-Tri City Intl AP  ,43.53,-84.08,9.8,12.3,0.1,29,6
5,USA,Sault Ste Marie-Sanderson Field  ,46.47,-84.35,6.2,11.5,-1.5,35,18
5,USA,St Clair County Intl AP ,42.92,-82.53,10.9,12.9,-0.6,25,-14
5,USA,Traverse City-Cherry Capital AP  ,44.73,-85.58,8.4,12.5,-1.2,31,12
5,USA,Aitkin AWOS    ,46.55,-93.68,7,12.4,-1.2,35,17
5,USA,Albert Lea AWOS   ,43.68,-93.37,10.2,14.1,-1.3,31,8
5,USA,Alexandria Muni AP   ,45.88,-95.4,7.9,14.2,-0.4,30,4
5,USA,Austin Muni AP   ,43.67,-92.93,9.1,13.9,-0.6,27,47
5,USA,Baudette Intl AP   ,48.72,-94.6,6.9,12.5,-1.1,29,14
5,USA,Bemidji Muni AP   ,47.5,-94.93,6.9,13.4,-1.6,32,11
5,USA,Benson Muni AP   ,45.32,-95.65,8.3,14,-2.4,30,28
5,USA,Brainerd-Crow Wing County AP  ,46.4,-94.13,7.8,12.9,-0.6,26,4
5,USA,Cambridge Muni AP   ,45.57,-93.27,8.2,13.6,-1,25,24
5,USA,Cloquet AWOS    ,46.7,-92.5,6.8,12.3,-2.2,29,37
5,USA,Crane Lake AWOS   ,46.27,-92.57,6.1,12.6,-1.5,36,23
5,USA,Crookston Muni Field   ,47.85,-96.62,6.8,13.4,-2.2,26,25
5,USA,Detroit Lakes AWOS   ,46.83,-95.88,7.5,13.8,-1.5,30,19
5,USA,Duluth Intl AP   ,46.83,-92.22,6.1,12,-1.6,31,25
5,USA,Edin Prairie-Flying Cloud AP  ,44.82,-93.45,9.6,14.7,-1.3,28,16
5,USA,Ely Muni AP   ,47.82,-91.83,6.9,12.5,-1,28,16
5,USA,Eveleth Muni AWOS   ,47.4,-92.5,6.2,12.8,-2.1,30,24
5,USA,Fairmont Muni AWOS   ,43.65,-94.42,8.9,13.8,-1.6,29,15
5,USA,Faribault Muni AWOS   ,44.33,-93.32,9.6,13.1,-0.8,24,-13
5,USA,Fergus Falls AWOS   ,46.28,-96.15,8.7,14,-1.6,30,23
5,USA,Fosston AWOS    ,47.58,-95.77,6.6,13.2,-1.7,32,29
5,USA,Glenwood AWOS    ,45.65,-95.32,8,13.9,-1.8,26,27
5,USA,Grand Rapids AWOS   ,47.22,-93.52,7,12.9,-2.2,30,7
5,USA,Hallock     ,48.78,-96.95,7.3,14.1,-1.7,27,12
5,USA,Hibbing-Chisholm Hibbing AP   ,47.38,-92.85,5.9,12.7,-1.4,37,35
5,USA,Hutchinson AWOS    ,44.87,-94.38,8.1,14,-2.8,31,23
5,USA,International Falls Intl AP  ,48.57,-93.4,5.8,12.9,-1.8,31,15
5,USA,Litchfield Muni AP   ,45.1,-94.5,9.8,13.7,1.3,21,42
5,USA,Little Falls AWOS   ,45.95,-94.35,7.1,13.5,-2.3,27,23
5,USA,Mankato AWOS    ,44.22,-93.92,9.2,13.7,-1.7,28,6
5,USA,Marshall Muni-Ryan Field AWOS  ,44.45,-95.82,9,13.8,-1.6,31,24
5,USA,Minneapolis-Crystal AP    ,45.07,-93.35,8.4,13.9,-0.7,27,14
5,USA,Minneapolis-St Paul Intl AP  ,44.88,-93.23,9.1,14,-1.3,24,1
5,USA,Mora Muni AWOS   ,45.88,-93.27,8.3,13.2,0.1,31,8
5,USA,Morris Muni AWOS   ,45.57,-95.97,7.2,13.2,-2.4,28,17
5,USA,New Ulm Muni AWOS  ,44.32,-94.5,9.2,13.9,-1.6,33,2
5,USA,Orr Rgnl AP   ,48.02,-92.87,5.1,12.4,-2,30,34
5,USA,Owatonna AWOS    ,44.12,-93.25,9.4,14.3,-1.3,25,14
5,USA,Park Rapids Muni AP  ,46.9,-95.07,6.8,13,-1,29,10
5,USA,Pipestone AWOS    ,43.98,-96.32,8.7,14.4,-1.4,26,28
5,USA,Red Wing Muni AP  ,44.58,-92.48,9.7,14.2,-1.3,30,15
5,USA,Redwood Falls Muni AP  ,44.55,-95.08,8.9,13.7,-1.2,26,-19
5,USA,Rochester Intl AP   ,43.9,-92.5,8.3,13.5,-1,27,8
5,USA,Roseau Muni AWOS   ,48.85,-95.7,6.1,12.5,-1.4,37,21
5,USA,Silver Bay Muni AP  ,47.2,-91.4,4.9,11.1,-2.2,31,39
5,USA,South St Paul Muni AP ,44.85,-93.15,9.6,14.6,-1.1,27,18
5,USA,St Cloud Muni AP  ,45.55,-94.05,7.8,13.5,-1.5,28,11
5,USA,St Paul-Downtown AP   ,44.93,-93.05,9.1,13.9,-0.7,30,5
5,USA,Thief River AWOS   ,48.07,-96.18,6.8,12.8,-2.1,31,18
5,USA,Two Harbors Muni AP  ,47.05,-91.75,6.4,12.1,-1.7,25,24
5,USA,Wheaton AWOS    ,45.7,-96.5,8,14,-1.1,27,28
5,USA,Willmar Muni AP   ,45.12,-95.08,9.4,13.3,-0.8,24,21
5,USA,Winona Muni AWOS   ,44.08,-91.7,9.6,13.9,-0.2,27,9
5,USA,Worthington AWOS    ,43.65,-95.58,8.9,13.9,-1.8,30,21
5,USA,Cape Girardeau Muni AP  ,37.23,-89.57,14.9,11.3,0.5,24,12
5,USA,Columbia Rgnl AP   ,38.82,-92.22,13.5,12.7,1.3,20,1
5,USA,Farmington Rgnl AP   ,37.77,-90.4,14.7,11,0.1,19,17
5,USA,Fort Leonard Wood-Forney AAF  ,37.75,-92.15,15,12,-0.4,21,11
5,USA,Jefferson City Mem AP  ,38.58,-92.15,15.2,12.1,0.9,24,-14
5,USA,Joplin Muni AP   ,37.15,-94.5,16.9,11.9,1.3,27,-3
5,USA,Kaiser-Lee Fine Mem AWOS  ,38.1,-92.55,15,12.4,1.1,23,-20
5,USA,Kansas City Downtown AP  ,39.12,-94.6,16,12.6,1.6,21,-21
5,USA,Kansas City Intl AP  ,39.3,-94.72,13.5,13.3,0.8,20,5
5,USA,Kirksville Muni AP   ,40.1,-92.55,11.8,14.3,0.9,21,34
5,USA,Poplar Bluff AWOS   ,36.77,-90.47,15.9,12,1,20,-7
5,USA,Rolla National AP   ,38.13,-91.77,13.8,10.7,0.8,19,-3
5,USA,Springfield Rgnl AP   ,37.23,-93.38,14.5,11.5,0.6,22,5
5,USA,St Joseph-Rosecrans Mem AP  ,39.77,-94.9,13.2,13.5,-0.2,23,7
5,USA,St Louis-Lambert Intl AP  ,38.75,-90.37,14.6,12.7,1.2,19,-13
5,USA,St Louis-Spirit of St Louis AP,38.65,-90.65,15,11.5,1.1,20,18
5,USA,Whiteman AFB    ,38.72,-93.55,14.3,11.9,-0.6,21,-7
5,USA,Biloxi-Keesler AFB    ,30.42,-88.92,20.6,8.8,0.8,22,9
5,USA,Columbus AFB    ,33.65,-88.45,17.4,11.5,1.4,18,-23
5,USA,Golden Triangle Rgnl AWOS  ,33.45,-88.58,17.5,11,0.7,19,-9
5,USA,Greenville Muni AP   ,33.48,-90.98,19.5,10,1.2,16,-20
5,USA,Greenwood-Leflore AP    ,33.5,-90.08,18.8,9.7,0.9,22,-18
5,USA,Gulfport-Biloxi Intl AP   ,30.4,-89.07,20.6,8.3,0.6,22,-29
5,USA,Hattiesburg-Laurel AP    ,31.47,-89.33,19.3,9.6,0.9,14,4
5,USA,Jackson Intl AP   ,32.32,-90.08,18.8,9.7,1.1,19,-14
5,USA,McComb-Pike Co AP   ,31.23,-90.47,19.6,9.1,1.6,20,-15
5,USA,Meridian-Key Field    ,32.33,-88.75,18.5,9.6,1.4,16,-15
5,USA,Meridian NAS    ,32.55,-88.57,19.2,9.4,1,22,12
5,USA,Natchez-Hardy Anders Field   ,31.62,-91.3,19.7,8.2,1.3,19,-8
5,USA,Tupelo Muni-C D Lemons AP ,34.27,-88.77,17.9,10.6,1.6,17,-24
5,USA,Billings-Logan Intl AP   ,45.8,-108.55,11.1,13.4,0,22,7
5,USA,Bozeman-Gallatin Field    ,45.8,-111.15,8.1,12.5,-1.8,26,26
5,USA,Butte-Bert Mooney AP   ,45.95,-112.5,8.1,12.1,-1.7,22,35
5,USA,Cut Bank Muni AP  ,48.6,-112.37,8.5,11.4,-1,22,13
5,USA,Glasgow Intl AP   ,48.22,-106.62,9,14.9,-1,22,9
5,USA,Glendive AWOS    ,47.13,-104.8,8.4,14.6,-3,24,23
5,USA,Great Falls Intl AP  ,47.47,-111.38,9.4,12.9,-0.5,26,5
5,USA,Havre City-County AP   ,48.55,-109.77,9.1,13.8,-1.9,25,9
5,USA,Helena Rgnl AP   ,46.6,-111.97,9.8,13,-0.9,21,24
5,USA,Kalispell-Glacier Park Intl AP  ,48.32,-114.25,7.7,11.4,-1.3,24,27
5,USA,Lewistown Muni AP   ,47.05,-109.45,7.6,11,-1.3,32,7
5,USA,Livingston-Mission Field    ,45.7,-110.45,9.3,11.2,-1.2,26,44
5,USA,Miles City Muni AP  ,46.43,-105.88,10.1,14.9,-1,21,0
5,USA,Missoula Intl AP   ,46.92,-114.1,9,11.6,0.1,23,3
5,USA,Sidney-Richland Muni AP   ,47.7,-104.2,7.2,15.3,-2.5,27,35
5,USA,Wolf Point Intl AP  ,48.31,-105.1,7.8,13.9,-0.9,26,-14
5,USA,Asheville Rgnl AP   ,35.43,-82.53,14,9.7,0.7,19,-11
5,USA,Cape Hatteras    ,35.27,-75.55,18.2,9.2,0.8,25,-7
5,USA,Charlotte-Douglas Intl AP   ,35.22,-80.95,17.1,10.1,0.7,21,-13
5,USA,Cherry Point MCAS   ,34.9,-76.88,16.8,10.4,0,24,9
5,USA,Elizabeth City CGAS   ,36.3,-76.25,17.9,9.2,0.1,26,2
5,USA,Fayetteville-Pope AFB    ,35.17,-79.02,17,10.7,0.3,21,10
5,USA,Fayetteville Muni AP   ,34.98,-78.88,16.5,10.5,1,19,-3
5,USA,Fort Bragg-Simmons AAF   ,35.13,-78.93,17.5,10.3,-0.2,22,9
5,USA,Goldsboro-Seymour Johnson AFB   ,35.35,-77.97,16.6,10.9,0.7,18,-3
5,USA,Greensboro-Piedmont Triad Intl AP  ,36.1,-79.95,15.8,10.8,1.1,19,-3
5,USA,Hickory Rgnl AP   ,35.73,-81.38,16.7,10.3,0.8,21,33
5,USA,Jacksonville AWOS    ,34.83,-77.62,16.2,10.2,0.3,19,27
5,USA,Kinston Stallings AFB   ,35.32,-77.63,16.9,10.4,0.4,22,7
5,USA,Manteo-Dare County Rgnl AP  ,35.92,-75.7,17.2,9.9,-1.2,38,-31
5,USA,New Bern-Craven County Rgnl AP ,35.07,-77.05,18.5,8.4,1,24,-32
5,USA,New River MCAS   ,34.7,-77.38,17.8,9.9,1.2,29,14
5,USA,Pitt Greenville AP   ,35.63,-77.4,17.4,9.5,1.3,27,47
5,USA,Raleigh-Durham Intl AP   ,35.87,-78.78,16.4,10.4,0.6,21,6
5,USA,Rocky Mount-Wilson AP   ,35.85,-77.9,17,8.9,0.9,18,4
5,USA,Southern Pines-Moore County AP  ,35.23,-79.4,16.5,9.8,-0.2,26,2
5,USA,Wilmington Intl AP   ,34.27,-77.9,18.4,9.4,0.2,23,10
5,USA,Winston Salem-Smith Reynolds AP  ,36.13,-80.22,16.7,9.3,1,19,11
5,USA,Bismarck Muni AP   ,46.77,-100.77,8.2,13.4,-1.4,25,7
5,USA,Devils Lake AWOS   ,48.12,-98.92,6.8,13.2,-1.2,37,18
5,USA,Dickinson Muni AP   ,46.8,-102.8,7.5,13.2,-1.2,28,35
5,USA,Fargo-Hector Intl AP   ,46.93,-96.82,7.6,13.9,-1,27,1
5,USA,Grand Forks AFB   ,47.97,-97.4,6.5,12.6,-2.9,29,26
5,USA,Grand Forks Intl AP  ,47.95,-97.18,7.4,14.5,-1.4,27,9
5,USA,Jamestown Muni AP   ,46.92,-98.68,6.7,13.8,-2.4,27,31
5,USA,Minot AFB    ,48.42,-101.35,6.8,12.2,-2.4,36,19
